student_id,course_id,is_required,rank
26041,E1201,True,1
26041,OI1305,False,1
26041,L1304,False,1
26041,G1201,False,1
26041,OH1501,False,1
26041,A1204,False,1
26041,J1203,False,1
26041,OC1310,False,1
26041,ADVHS01,True,1
27090,E1201,True,1
27090,OI1303,False,1
27090,L1304,False,1
27090,G1201,False,1
27090,OH1501,False,1
27090,OA1317,False,1
27090,J1203,False,1
27090,ADVHS01,True,1
27023,E1201,True,1
27023,H1201B,False,1
27023,I1208,False,1
27023,L1303,False,1
27023,G1201,False,1
27023,OA1322,False,1
27023,OB1532,False,1
27023,OC1314,False,1
27023,ADVHS01,True,1
27015,OI1305,False,1
27015,L1304,False,1
27015,G1201,False,1
27015,OH1501,False,1
27015,OA1304,False,1
27015,J1203,False,1
27015,E1201,True,1
27015,ADVHS01,True,1
27042,E1201,True,1
27042,OI1305,False,1
27042,L1304,False,1
27042,G1201,False,1
27042,OH1501,False,1
27042,A1204,False,1
27042,J1203,False,1
27042,ADVHS01,True,1
27067,L1302,False,1
27067,OH1306,False,1
27067,A1204,False,1
27067,J1203,False,1
27067,G1202,False,1
27067,E1201,True,1
27067,OC1310,False,1
27067,OI1305,False,1
27067,ADVHS01,True,1
27066,OI1305,False,1
27066,L1303,False,1
27066,G1201,False,1
27066,OH1306,False,1
27066,A1204,False,1
27066,J1203,False,1
27066,OC1310,False,1
27066,E1201,True,1
27066,ADVHS01,True,1
27104,E1201,True,1
27104,I1204,False,1
27104,L1304,False,1
27104,G1201,False,1
27104,OH1501,False,1
27104,A1204,False,1
27104,J1203,False,1
27104,OC1310,False,1
27104,ADVHS01,True,1
27074,E1201,True,1
27074,OI1303,False,1
27074,I1204,False,1
27074,L1303,False,1
27074,G1201,False,1
27074,OH1306,False,1
27074,A1204,False,1
27074,J1203,False,1
27074,ADVHS01,True,1
27180,E1201,True,1
27180,OI1305,False,1
27180,L1304,False,1
27180,OH1306,False,1
27180,OZ1207,False,1
27180,J1203,False,1
27180,B1001,False,1
27180,G1201,False,1
27180,ADVHS01,True,1
27141,OC1310,False,1
27141,OI1303,False,1
27141,L1301,False,1
27141,G1201,False,1
27141,OH1501,False,1
27141,A1204,False,1
27141,J1203,False,1
27141,E1201,True,1
27141,ADVHS01,True,1
27116,OC1314,False,1
27116,I1204,False,1
27116,L1301,False,1
27116,G1201,False,1
27116,OH1501,False,1
27116,A1204,False,1
27116,OB1532,False,1
27116,E1201,True,1
27116,ADVHS01,True,1
27140,A1204,False,1
27140,E1201,True,1
27140,OI1305,False,1
27140,L1303,False,1
27140,G1201,False,1
27140,OH1501,False,1
27140,J1203,False,1
27140,C0907,False,1
27140,ADVHS01,True,1
27120,L1301,False,1
27120,E1201,True,1
27120,I1208,False,1
27120,G1201,False,1
27120,OH1501,False,1
27120,OA1317,False,1
27120,J1203,False,1
27120,ADVHS01,True,1
27103,A1204,False,1
27103,E1201,True,1
27103,OI1305,False,1
27103,L1303,False,1
27103,G1201,False,1
27103,OH1501,False,1
27103,OB1532,False,1
27103,OI1303,False,1
27103,ADVHS01,True,1
27027,L1302,False,1
27027,OI1305,False,1
27027,G1201,False,1
27027,OH1501,False,1
27027,A1204,False,1
27027,J1203,False,1
27027,OC1310,False,1
27027,E1201,True,1
27027,ADVHS01,True,1
27019,E1201,True,1
27019,OI1305,False,1
27019,L1302,False,1
27019,G1201,False,1
27019,OH1501,False,1
27019,A1204,False,1
27019,J1203,False,1
27019,OC1310,False,1
27019,ADVHS01,True,1
27018,E1201,True,1
27018,OB1520,False,1
27018,L1304,False,1
27018,G1202,False,1
27018,OH1306,False,1
27018,OA1322,False,1
27018,J1203,False,1
27018,ADVHS01,True,1
27071,OC1310,False,1
27071,OI1305,False,1
27071,L1303,False,1
27071,G1201,False,1
27071,OH1501,False,1
27071,OA1318,False,1
27071,J1203,False,1
27071,E1201,True,1
27071,ADVHS01,True,1
27005,E1201,True,1
27005,I1208,False,1
27005,L1304,False,1
27005,G1201,False,1
27005,OH1501,False,1
27005,OA1322,False,1
27005,OB1532,False,1
27005,OI1303,False,1
27005,ADVHS01,True,1
27010,E1201,True,1
27010,OI1305,False,1
27010,G1201,False,1
27010,OH1501,False,1
27010,A1204,False,1
27010,J1203,False,1
27010,OC1310,False,1
27010,I1212,False,1
27010,I1213,False,1
27010,ADVHS01,True,1
27014,E1201,True,1
27014,OB1520,False,1
27014,L1304,False,1
27014,G1202,False,1
27014,OH1501,False,1
27014,OA1322,False,1
27014,J1203,False,1
27014,ADVHS01,True,1
27106,E1201,True,1
27106,OI1305,False,1
27106,L1303,False,1
27106,G1201,False,1
27106,OH1501,False,1
27106,OA1322,False,1
27106,J1203,False,1
27106,OI1303,False,1
27106,ADVHS01,True,1
27142,E1201,True,1
27142,OB1520,False,1
27142,L1304,False,1
27142,G1202,False,1
27142,H1201B,False,1
27142,A1204,False,1
27142,J1203,False,1
27142,I1213,False,1
27142,I1212,False,1
27142,ADVHS01,True,1
26023,OI1305,False,1
26023,L1304,False,1
26023,G1201,False,1
26023,OH1501,False,1
26023,OA1318,False,1
26023,J1203,False,1
26023,OI1303,False,1
26023,E1201,True,1
26023,ADVHS01,True,1
27160,E1201,True,1
27160,I1204,False,1
27160,L1304,False,1
27160,G1201,False,1
27160,OH1306,False,1
27160,OA1322,False,1
27160,J1203,False,1
27160,OC1305,False,1
27160,ADVHS01,True,1
27006,I1208,False,1
27006,L1304,False,1
27006,G1201,False,1
27006,OH1501,False,1
27006,OA1317,False,1
27006,L1302,False,1
27006,E1201,True,1
27006,J1203,False,1
27006,ADVHS01,True,1
27098,A1204,False,1
27098,J1203,False,1
27098,E1201,True,1
27098,OI1305,False,1
27098,L1304,False,1
27098,G1201,False,1
27098,OH1306,False,1
27098,OI1303,False,1
27098,ADVHS01,True,1
27130,E1201,True,1
27130,OI1305,False,1
27130,L1304,False,1
27130,G1201,False,1
27130,OH1501,False,1
27130,A1204,False,1
27130,J1203,False,1
27130,OC1310,False,1
27130,ADVHS01,True,1
27012,E1201,True,1
27012,OI1305,False,1
27012,L1304,False,1
27012,G1201,False,1
27012,OH1501,False,1
27012,A1204,False,1
27012,J1203,False,1
27012,ADVHS01,True,1
26106,E1201,True,1
26106,OI1305,False,1
26106,L1301,False,1
26106,G1201,False,1
26106,OH1306,False,1
26106,OA1322,False,1
26106,J1203,False,1
26106,I1212,False,1
26106,I1213,False,1
26106,ADVHS01,True,1
27097,E1201,True,1
27097,OB1520,False,1
27097,L1304,False,1
27097,G1201,False,1
27097,OH1501,False,1
27097,OA1322,False,1
27097,J1203,False,1
27097,OI1303,False,1
27097,ADVHS01,True,1
27035,E1201,True,1
27035,OI1305,False,1
27035,L1304,False,1
27035,G1201,False,1
27035,OH1306,False,1
27035,OA1322,False,1
27035,OB1532,False,1
27035,OI1303,False,1
27035,ADVHS01,True,1
27025,E1201,True,1
27025,OI1303,False,1
27025,G1202,False,1
27025,OH1501,False,1
27025,A1204,False,1
27025,J1203,False,1
27025,C0907,False,1
27025,I1213,False,1
27025,I1212,False,1
27025,ADVHS01,True,1
27081,E1201,True,1
27081,I1208,False,1
27081,G1201,False,1
27081,OH1306,False,1
27081,OA1322,False,1
27081,OB1532,False,1
27081,OB1520,False,1
27081,I1213,False,1
27081,I1212,False,1
27081,ADVHS01,True,1
27131,E1201,True,1
27131,OI1303,False,1
27131,L1304,False,1
27131,G1201,False,1
27131,OH1306,False,1
27131,OA1322,False,1
27131,J1203,False,1
27131,OB1520,False,1
27131,ADVHS01,True,1
27085,E1201,True,1
27085,OI1303,False,1
27085,L1304,False,1
27085,G1202,False,1
27085,OH1306,False,1
27085,OA1322,False,1
27085,J1203,False,1
27085,OC1310,False,1
27085,ADVHS01,True,1
27022,E1201,True,1
27022,OI1303,False,1
27022,L1304,False,1
27022,G1201,False,1
27022,OH1501,False,1
27022,A1204,False,1
27022,J1203,False,1
27022,ADVHS01,True,1
27017,E1201,True,1
27017,OI1305,False,1
27017,L1304,False,1
27017,G1201,False,1
27017,OH1501,False,1
27017,A1204,False,1
27017,J1203,False,1
27017,ADVHS01,True,1
27040,E1201,True,1
27040,OI1305,False,1
27040,L1304,False,1
27040,G1201,False,1
27040,OH1501,False,1
27040,A1204,False,1
27040,OC1310,False,1
27040,J1203,False,1
27040,ADVHS01,True,1
27054,OI1305,False,1
27054,L1301,False,1
27054,G1201,False,1
27054,OH1306,False,1
27054,A1204,False,1
27054,J1203,False,1
27054,I1215,False,1
27054,E1201,True,1
27054,ADVHS01,True,1
27059,I1208,False,1
27059,L1301,False,1
27059,G1201,False,1
27059,OH1306,False,1
27059,OA1318,False,1
27059,J1203,False,1
27059,OI1303,False,1
27059,E1201,True,1
27059,ADVHS01,True,1
27055,E1201,True,1
27055,OB1520,False,1
27055,G1201,False,1
27055,OH1306,False,1
27055,A1204,False,1
27055,OB1532,False,1
27055,I1212,False,1
27055,I1213,False,1
27055,ADVHS01,True,1
27108,I1213,False,1
27108,I1212,False,1
27108,E1201,True,1
27108,I1204,False,1
27108,G1201,False,1
27108,OH1306,False,1
27108,OA1322,False,1
27108,J1203,False,1
27108,OA1317,False,1
27108,ADVHS01,True,1
27049,I1213,False,1
27049,I1212,False,1
27049,E1201,True,1
27049,I1204,False,1
27049,G1201,False,1
27049,OH1306,False,1
27049,OA1322,False,1
27049,J1203,False,1
