student_id,course_id,course_name,is_required
26041,L1304,Life Purpose,False
27090,OI1303,Financial Math,False
27023,I1208,AP Calculus BC,False
27023,L1303,Pensar nuestro tiempo,False
27023,OB1532,AP Research,False
27015,OH1501,Journalism Higher Level,False
27042,OH1501,Journalism Higher Level,False
27067,OH1306,Art of Fiction Higher Level,False
27066,OI1305,Calculus,False
27141,OI1303,Financial Math,False
27116,L1301,AP Psychology,False
27116,OB1532,AP Research,False
27140,J1203,Tech. and Innovation for Social Change,False
27103,L1303,Pensar nuestro tiempo,False
27103,OB1532,AP Research,False
27027,OH1501,Journalism Higher Level,False
27019,OI1305,Calculus,False
27071,OH1501,Journalism Higher Level,False
27005,OH1501,Journalism Higher Level,False
27005,OB1532,AP Research,False
27010,OH1501,Journalism Higher Level,False
27010,J1203,Tech. and Innovation for Social Change,False
27106,OI1303,Financial Math,False
27142,H1201B,AP English Literature and Composition,False
26023,OH1501,Journalism Higher Level,False
26023,OI1303,Financial Math,False
27160,L1304,Life Purpose,False
27160,OA1322,AP Physics 2,False
27098,L1304,Life Purpose,False
27130,G1201,Español & Literatura 12,False
26106,J1203,Tech. and Innovation for Social Change,False
27097,OH1501,Journalism Higher Level,False
27097,OI1303,Financial Math,False
27035,OB1532,AP Research,False
27025,OI1303,Financial Math,False
27081,OA1322,AP Physics 2,False
27131,OI1303,Financial Math,False
27085,OI1303,Financial Math,False
27085,OA1322,AP Physics 2,False
27022,OI1303,Financial Math,False
27040,OH1501,Journalism Higher Level,False
27059,OI1303,Financial Math,False
27055,OB1532,AP Research,False
27108,OA1322,AP Physics 2,False
27114,OH1306,Art of Fiction Higher Level,False
27123,OA1318,AP Environmental Science,False
27127,OB1532,AP Research,False
26040,OI1303,Financial Math,False
27091,OI1305,Calculus,False
26009,OI1305,Calculus,False
27043,L1304,Life Purpose,False
27043,OB1532,AP Research,False
27079,OA1322,AP Physics 2,False
27079,OB1532,AP Research,False
27111,OI1303,Financial Math,False
27073,H1201B,AP English Literature and Composition,False
27073,OB1532,AP Research,False
27028,OB1532,AP Research,False
27151,L1303,Pensar nuestro tiempo,False
27148,H1201B,AP English Literature and Composition,False
27148,OB1532,AP Research,False
27001,OB1532,AP Research,False
27093,OH1501,Journalism Higher Level,False
28120,G1201,Español & Literatura 12,False
26024,OA1322,AP Physics 2,False
27101,OZ1313,AP Computer Science A,False
27061,OH1501,Journalism Higher Level,False
27169,A1204,Environmental Science,False
27050,OI1303,Financial Math,False
27113,H1201B,AP English Literature and Composition,False
27113,OB1532,AP Research,False
27078,OH1501,Journalism Higher Level,False
27179,OI1303,Financial Math,False
27163,OA1317,AP Chemistry,False
27063,OB1532,AP Research,False
27032,OA1317,AP Chemistry,False
27126,OI1303,Financial Math,False
27124,H1201B,AP English Literature and Composition,False
27124,OA1322,AP Physics 2,False
27124,OB1532,AP Research,False
27134,H1201B,AP English Literature and Composition,False
27134,OB1532,AP Research,False
27068,OB1532,AP Research,False
27036,OH1501,Journalism Higher Level,False
27036,OI1303,Financial Math,False
27003,C0905,Band Level II,False
27002,OB1532,AP Research,False
27109,I1208,AP Calculus BC,False
27164,H1201B,AP English Literature and Composition,False
27029,OH1501,Journalism Higher Level,False
27083,OI1305,Calculus,False
27132,OH1501,Journalism Higher Level,False
27162,OB1532,AP Research,False
27146,H1201B,AP English Literature and Composition,False
27146,OA1318,AP Environmental Science,False
27096,H1201B,AP English Literature and Composition,False
27096,OB1532,AP Research,False
27077,OB1532,AP Research,False
27030,OI1305,Calculus,False
27119,L1303,Pensar nuestro tiempo,False
27118,H1201B,AP English Literature and Composition,False
28110,OB1520,AP Statistics,False
28070,H1206,AP English Language & Composition,False
28108,L1304,Life Purpose,False
28115,OH1401,Journalism Intermediate Level,False
28177,OC1306,Sculpture I,False
28094,L1304,Life Purpose,False
28020,I1204,AP Calculus AB,False
28113,C0905,Band Level II,False
28038,L1302,Introduction to Law,False
28090,OH1305,Art of Fiction Intermediate Level,False
27041,I1204,AP Calculus AB,False
28004,L1304,Life Purpose,False
28004,OH1401,Journalism Intermediate Level,False
28142,OJ1203,Entrepreneurship Business Technology,False
27058,H1206,AP English Language & Composition,False
28093,L1302,Introduction to Law,False
28097,H1206,AP English Language & Composition,False
28112,I1204,AP Calculus AB,False
28084,C0905,Band Level II,False
